章	章题	段	本站上下文(〔〕内为本站读法)	本站读法	劝学网本	古诗文本	差异类型	同书内证(全书只留汉字计次;讹写含本处)	标出来源	判定	依据	建议 typoFix
51	十七、反局	31	，土是妻也。〔木虽蛙〕，土能生金而	木虽蛙	同本站	同本站	见证本亦同	正写 「虽旺土」0 「虽旺」15 「旺土」11;讹写「虽蛙土」1	白话+注疏	B	蛙/旺	木虽蛙 → 木虽旺
51	十七、反局	31	烈火而生土，〔之逢寒金〕而生水。水生	之逢寒金	同本站	同本站	见证本亦同	正写 「土火逢」0 「土火」3 「火逢」12;讹写「土之逢」1	注疏	C		
51	十七、反局	31	，解天之冻。〔火楚木而水竭〕，土渗水而木	火楚木而水竭	同本站	同本站	见证本亦同	正写 「火焚木」1 「火焚」2 「焚木」7;讹写「火楚木」1	注疏	B	楚/焚形近	火楚木而水竭 → 火焚木而水竭
51	十七、反局	32	金克木，是谓〔夫健而所妻〕也。岁运逢金	夫健而所妻	同本站	同本站	见证本亦同	正写 「而怕妻」2 「而怕」2 「怕妻」10;讹写「而所妻」1	注疏	B	所/怕;本章纲领「夫健何为又怕妻」	夫健而所妻 → 夫健而怕妻
51	十七、反局	38	；一交子运，〔两巳爱制〕，不禄	两巳爱制	同本站	同本站	见证本亦同	正写 「巳受制」0 「巳受」0 「受制」6;讹写「巳爱制」1	注疏	B	爱/受形近(愛/受)	两巳爱制 → 两巳受制
51	十七、反局	43	健怕妻之命，〔颇多贵显著〕，少究其理，	颇多贵显著	同本站	同本站	见证本亦同	正写 「显者少」0 「显者」1 「者少」6;讹写「显著少」1	注疏	B	著/者	颇多贵显著 → 颇多贵显者
53	十九、合局	1	合之则闭，画〔其生避这合〕，不喜甲木，	其生避这合	同本站	同本站	见证本亦同	正写 「避之合」0 「避之」1 「之合」18;讹写「避这合」1	扫描	B	文言无「这」	其生避这合 → 其生避之合
53	十九、合局	2	。何也？冲得〔合而静这则〕易，合得冲而	合而静这则	同本站	同本站	见证本亦同	正写 「静之则」0 「静之」1 「之则」44;讹写「静这则」1	扫描	B	文言无「这」	合而静这则 → 合而静之则
53	十九、合局	2	则易，合得冲〔而表明这则〕难，通行证喜	而表明这则	同本站	同本站	见证本亦同	正写 「明之则」0 「明之」6 「之则」44;讹写「明这则」1	扫描	B	文言无「这」(「表明」亦疑讹,不改)	而表明这则 → 而表明之则
53	十九、合局	2	表明这则难，〔通行证〕喜神有能合而	通行证	同本站		衍文	正写 「难喜」0 「难」99 「喜」610;讹写「难通行证喜」1		A	古诗文本无「通行证」;现代词,输入法衍	通行证 → 
53	十九、合局	2	癸为凶神戊为〔头〕神，尰癸合而	头	同本站	喜	形近讹	正写 「为喜神」19 「为喜」34 「喜神」114;讹写「为头神」2		A	古诗文本作「喜神」;「癸为凶神，戊为喜神」对举	戊为头神 → 戊为喜神
53	十九、合局	2	神戊为头神，〔尰〕癸合而化火为	尰	同本站	戊	形近讹	正写 「神戊癸」1 「神戊」2 「戊癸」10;讹写「神尰癸」1		A	古诗文本作「戊癸合」	神，尰癸 → 神，戊癸
53	十九、合局	2	去之，喜神合〔而化来这〕。若忌神合而	而化来这	同本站	同本站	见证本亦同	正写 「来之若」0 「来之」5 「之若」4;讹写「来这若」1	扫描	B	与上「忌神合而化未能去之」对举	而化来这 → 而化来之
53	十九、合局	6	县。甲子水木〔齐业，仁路〕一安，乙地驼	齐业，仁路	同本站	同本站	见证本亦同	正写 「业仕路」0 「业仕」0 「仕路」28;讹写「业仁路」1	扫描	B	仕路 28 见	齐业，仁路 → 齐业，仕路
53	十九、合局	12	〔此与前造只换一亥字，则土无水润，不能养木〕，甲已之合为	此与前造只换一亥字，则土无水润，不能养木	同本站		错简	正写 「甲」492 「」0 「甲」492;讹写「此与前造只换一亥字则土无水润不能养木甲」1	扫描	C	本站与劝学网本此两句错置;古诗文本移至后一命例之后;白话已标	
54	二十、君象	1	：日主为君，〔防神〕为臣。如甲乙	防神	同本站	同本站	见证本亦同		注疏	C		
54	二十、君象	2	损上以益下，〔则上不搞君〕，下得安臣矣	则上不搞君	同本站	同本站	见证本亦同	正写 「不抗君」0 「不抗」2 「抗君」2;讹写「不搞君」1	白话	B	搞/抗(「搞」为后起字)	则上不搞君 → 则上不抗君
54	二十、君象	4	科甲连登 ；〔庚是辛未〕，火得地，金	庚是辛未	同本站	同本站	见证本亦同	正写 「庚午辛」3 「庚午」9 「午辛」3;讹写「庚是辛」1	白话	B	大运庚午 辛未	庚是辛未 → 庚午辛未
54	二十、君象	4	未足以益臣，〔仕〕至藩臬；壬申	仕	仁	仁	本站已改			-		
54	二十、君象	4	，仕至藩臬；〔壬申间寅克丙〕，逆君之性，	壬申间寅克丙	同本站	同本站	见证本亦同	正写 「申冲寅」3 「申冲」11 「冲寅」10;讹写「申间寅」1	白话	B	申冲寅	壬申间寅克丙 → 壬申冲寅克丙
54	二十、君象	6	，君盛臣衰，〔所嬚者〕，局中无火以	所嬚者	同本站	同本站	见证本亦同	正写 「所嫌者」19 「所嫌」26 「嫌者」21;讹写「所嬚者」1	白话	B	嬚/嫌形近	所嬚者 → 所嫌者
54	二十、君象	6	而下难全矣。〔初运北主水旺〕。助君之势，	初运北主水旺	同本站	同本站	见证本亦同	正写 「北方水」15 「北方」45 「方水」18;讹写「北主水」2	白话	B	主/方;本书「北主」两见证本作「北方」	初运北主水旺 → 初运北方水旺
55	二十一、臣象	1	当存君之子，〔少用不气〕，一路行火地	少用不气	同本站	同本站	见证本亦同	正写 「用水气」0 「用水」4 「水气」11;讹写「用不气」1	白话+注疏	B	不/水形近	少用不气 → 少用水气
55	二十一、臣象	2	，君心安矣。〔若不木并旺〕，不见火土，	若不木并旺	同本站	同本站	见证本亦同	正写 「若水木」0 「若水」0 「水木」49;讹写「若不木」1	白话+注疏	B	不/水;下云「一路行水木」	若不木并旺 → 若水木并旺
55	二十一、臣象	2	，不见火土，〔当存君这子〕，一路行水木	当存君这子	同本站	同本站	见证本亦同	正写 「君之子」3 「君之」7 「之子」7;讹写「君这子」1	白话+注疏+扫描	B	原注「当存君之子」	当存君这子 → 当存君之子
55	二十一、臣象	8	甲木为念，故〔运走西主金地〕，功名显赫，	运走西主金地	同本站	同本站	见证本亦同	正写 「西方金」8 「西方」29 「方金」11;讹写「西主金」1	注疏	B	主/方	运走西主金地 → 运走西方金地
56	二十二、母象	2	其余皆木，是〔母多了病〕。一不可见水	母多了病	同本站	同本站	见证本亦同	正写 「多子病」2 「多子」9 「子病」2;讹写「多了病」1	注疏	B	了/子;本章纲领「母多子病」	母多了病 → 母多子病
56	二十二、母象	4	，身入凤池，〔仕〕至侍郎 。一	仕	仁	仁	本站已改			-		
56	二十二、母象	6	爱恤孤之心，〔反有灭了之〕意。初运乙卯	反有灭了之	同本站	同本站	见证本亦同	正写 「灭子之」1 「灭子」5 「子之」21;讹写「灭了之」1	扫描	B	了/子;本章「母慈灭子」	反有灭了之 → 反有灭子之
57	二十三、子象	0	知孝〔了奏〕亲之方，始克	了奏	子奉	子奉	形近讹	正写 「孝子奉亲」0 「孝子奉」0 「子奉亲」0;讹写「孝了奏亲」1	白话+注疏	A	两见证本与辑要(独立本)皆作「知孝子奉亲之方」	孝了奏 → 孝子奉
57	二十三、子象	1	：日主为子，〔生日得为母〕。如甲乙满局	生日得为母	同本站	同本站	见证本亦同	正写 「日者为」0 「日者」0 「者为」26;讹写「日得为」1	注疏	B	得/者	生日得为母 → 生日者为母
57	二十三、子象	1	一二水气，为〔了〕众母衰。其势	了	同本站	子	形近讹	正写 「为子众」0 「为子」22 「子众」1;讹写「为了众」1	白话+注疏	A	古诗文本作「子众母衰」	为了众 → 为子众
57	二十三、子象	2	任氏曰：〔了〕众母衰，母之	了	子	子	形近讹	正写 「曰子众」0 「曰子」3 「子众」1;讹写「曰了众」1	白话	A	两见证本作「子众母衰」	曰：了众 → 曰：子众
57	二十三、子象	2	谓子众母孤，〔母这情〕依乎子，必要	母这情	同本站	同本站	见证本亦同	正写 「母之情」1 「母之」15 「之情」45;讹写「母这情」1	注疏+扫描	B	文言无「这」	母这情 → 母之情
57	二十三、子象	4	满局皆木，则〔年士癸水〕无势，子旺母	年士癸水	同本站	同本站	见证本亦同	正写 「年干癸」5 「年干」38 「干癸」11;讹写「年士癸」1	白话+注疏	B	士/干形近	年士癸水 → 年干癸水
58	二十四、性情	2	为义；北方属〔火〕，于时为冬，	火	同本站	水	形近讹	正写 「属水于」0 「属水」3 「水于」1;讹写「属火于」2	注疏	A	古诗文本作「北方属水」;于人为智	北方属火，于 → 北方属水，于
58	二十四、性情	16	奔而性柔者，〔当火土〕之神。	当火土	同本站	全金木	形近讹	正写 「者全金木之」0 「者全金木」0 「全金木之」0;讹写「者当火土之」1	注疏	A	古诗文本作「全金木」;注疏谓通行本同,合原注用金木之说	当火土 → 全金木
58	二十四、性情	20	从其旺神，荫〔庇〕大好；壬戌水	庇	疪	疪	本站已改			-		
58	二十四、性情	20	耗；辛酉庚申〔入泮补禀〕，又得四子，	入泮补禀	同本站	同本站	见证本亦同	正写 「补廪又」0 「补廪」8 「廪又」0;讹写「补禀又」1	注疏	B	禀/廪形近	入泮补禀 → 入泮补廪
58	二十四、性情	24	，激水之性，〔敌其为介非倒置〕，作事不端，	敌其为介非倒置	同本站	同本站	见证本亦同		注疏	C		
58	二十四、性情	34	，见水则流通〔刚前面之性〕，能用智矣。	刚前面之性	同本站	同本站	见证本亦同		注疏	C		
58	二十四、性情	45	人强拗无礼，〔兼这运走〕南方火土，家	兼这运走	同本站	同本站	见证本亦同	正写 「兼之运」10 「兼之」34 「之运」29;讹写「兼这运」1	注疏+扫描	B	文言无「这」	兼这运走 → 兼之运走
58	二十四、性情	48	刚暴无礼。若〔无土以收这〕，仍行火木之	无土以收这	同本站	同本站	见证本亦同	正写 「收之仍」0 「收之」3 「之仍」0;讹写「收这仍」1	注疏+扫描	B	文言无「这」	无土以收这 → 无土以收之
58	二十四、性情	55	懦弱。如格局〔得顺逆这序〕，其性情本和	得顺逆这序	同本站	同本站	见证本亦同	正写 「逆之序」0 「逆之」11 「之序」4;讹写「逆这序」1	扫描	B	文言无「这」	得顺逆这序 → 得顺逆之序
58	二十四、性情	76	〔阳浊〕藏火，包而多	阳浊	同本站	同本站	见证本亦同	正写 「阴浊」10 「阴」204 「阴浊」10;讹写「阳浊」1	注疏	B	原注「酉丑亥为阴浊」,任氏亦言阴晦	阳浊藏 → 阴浊藏
58	二十四、性情	82	，喜其运走南〔方阳明这地〕，又逢丙午丁	方阳明这地	同本站	同本站	见证本亦同	正写 「明之地」1 「明之」6 「之地」94;讹写「明这地」1	扫描	B	文言无「这」	方阳明这地 → 方阳明之地
58	二十四、性情	82	，科甲连登，〔仕〕至观察	仕	仁	仁	本站已改			-		
58	二十四、性情	85	性不常；时支〔柘〕者，虎头蛇尾	柘	同本站	同本站	见证本亦同	正写 「支枯者」0 「支枯」0 「枯者」6;讹写「支柘者」2	注疏+扫描	B	「时支枯者」;柘不成义,同书「枯」76 见	；时支柘者，虎 → ；时支枯者，虎
58	二十四、性情	87	多迁变之心；〔时支柘者〕，狐疑少决，	时支柘者	同本站	同本站	见证本亦同	正写 「支枯者」0 「支枯」0 「枯者」6;讹写「支柘者」2	扫描	B	同上	时支柘者 → 时支枯者
58	二十四、性情	87	无金，冬火无〔木，清柘之〕象，名利皆虚	木，清柘之	同本站	同本站	见证本亦同	正写 「清枯之」2 「清枯」6 「枯之」11;讹写「清柘之」1	扫描	B	同上	木，清柘之 → 木，清枯之
58	二十四、性情	89	登 ，掌兵刑〔重伤〕，执生杀大权	重伤	同本站	同本站	见证本亦同		注疏	C		
58	二十四、性情	93	；兼之运走西〔北金水这地〕，则羊刃更受	北金水这地	同本站	同本站	见证本亦同	正写 「水之地」6 「水之」68 「之地」94;讹写「水这地」1	扫描	B	文言无「这」	北金水这地 → 北金水之地
58	二十四、性情	101	因地支皆火，〔无干金水〕，木无托根之	无干金水	同本站	同本站	见证本亦同		注疏	C		
58	二十四、性情	101	无托根之地，〔神有余而足〕之故也。	神有余而足	同本站	同本站	见证本亦同		注疏	C		
58	二十四、性情	105	，金寒不冷，〔遇于泄扫〕，全赖酉时扶	遇于泄扫	同本站	同本站	见证本亦同		注疏	C		
58	二十四、性情	105	赖酉时扶身，〔己酉拱〕而佐这。天干	己酉拱	同本站	同本站	见证本亦同	正写 「佐之而」0 「佐之」1 「之而」7;讹写「佐这而」0	注疏+扫描	B	「这」→「之」;「己酉拱」注疏疑作「巳酉」,存疑不改	而佐这 → 而佐之
58	二十四、性情	105	至土金之地，〔仁路显赫〕，一交丁未败	仁路显赫	同本站	同本站	见证本亦同	正写 「地仕路」0 「地仕」3 「仕路」28;讹写「地仁路」1	注疏+扫描	B	仕路 28 见	仁路显赫 → 仕路显赫
59	二十五、疾病	2	、金、水也；〔在人为五脏，肚、心、脾、肺、肾也〕。人为万物之	在人为五脏，肚、心、脾、肺、肾也	同本站	同本站	见证本亦同	正写 「脏肝心」0 「脏肝」0 「肝心」0;讹写「脏肚心」1	白话+注疏	B	肚/肝形近;五脏定名	在人为五脏，肚、心、脾、肺、肾也 → 在人为五脏，肝、心、脾、肺、肾也
59	二十五、疾病	2	，表于头面，〔象天之五敢〕，裹于脏腑，	象天之五敢	同本站	同本站	见证本亦同	正写 「五气裹」0 「五气」7 「气裹」0;讹写「五敢裹」1	白话	C		
59	二十五、疾病	2	，多食伤血，〔比五味之相克也〕。故曰“五行	比五味之相克也	同本站	同本站	见证本亦同	正写 「血此五」0 「血此」0 「此五」6;讹写「血比五」1	白话	B	比/此形近	比五味之相克也 → 此五味之相克也
59	二十五、疾病	2	旺神不能损，〔弱神反家伤矣〕。是以旺神太	弱神反家伤矣	同本站	同本站	见证本亦同	正写 「反先伤」0 「反先」0 「先伤」0;讹写「反家伤」1	白话	C		
59	二十五、疾病	2	字须得一神有〔田〕力，制化合宜	田			衍文	正写 「有力」10 「有」1016 「力」60;讹写「有田力」1		A	两见证本作「有力」	有田力 → 有力
59	二十五、疾病	15	犯遗泄，又有〔痰漱〕。至戌运全会	痰漱	同本站	同本站	见证本亦同	正写 「痰嗽至」0 「痰嗽」0 「嗽至」0;讹写「痰漱至」1	注疏	B	漱/嗽形近	有痰漱 → 有痰嗽
59	二十五、疾病	20	虚湿之土，再〔逢虚湿这时〕，虚燥之土，	逢虚湿这时	同本站	同本站	见证本亦同	正写 「湿之时」0 「湿之」20 「之时」5;讹写「湿这时」1	扫描	B	文言无「这」	逢虚湿这时 → 逢虚湿之时
59	二十五、疾病	22	，用神在木。〔木本凋柘〕，虽处两阳，	木本凋柘	同本站	同本站	见证本亦同	正写 「凋枯虽」0 「凋枯」7 「枯虽」0;讹写「凋柘虽」1	白话+扫描	B	柘/枯	木本凋柘 → 木本凋枯
59	二十五、疾病	27	比忌神为轻，〔不能理没〕，游行六道，	不能理没	同本站	同本站	见证本亦同	正写 「能埋没」0 「能埋」1 「埋没」0;讹写「能理没」1	注疏	B	理/埋形近	不能理没 → 不能埋没
59	二十五、疾病	28	实。必须究其〔虚中有关〕，实处反虚之	虚中有关	同本站	同本站	见证本亦同	正写 「有实实」0 「有实」0 「实实」0;讹写「有关实」1	白话	B	与下「实处反虚」对举	虚中有关 → 虚中有实
59	二十五、疾病	48	干逢金生水，〔地支遇水克土〕，荫庇有余；	地支遇水克土	同本站	同本站	见证本亦同	正写 「遇木克」0 「遇木」2 「木克」13;讹写「遇水克」1	注疏	C		
59	二十五、疾病	48	遇水克土，荫〔庇〕有余；壬辰癸	庇	疪	疪	本站已改			-		
59	二十五、疾病	54	，肺气上逆；〔肺气逆财肝肾两亏〕，肝肾亏财血	肺气逆财肝肾两亏	同本站	同本站	见证本亦同	正写 「逆则肝肾两亏肝肾亏则血」0 「逆则肝肾两亏肝肾亏则」0 「则肝肾两亏肝肾亏则血」0;讹写「逆财肝肾两亏肝肾亏财血」0	注疏	B	财/则形近(財/則)	肺气逆财肝肾两亏，肝肾亏财血 → 肺气逆则肝肾两亏，肝肾亏则血
59	二十五、疾病	61	支两戌燥土，〔乃丙这库〕根，又得甲木	乃丙这库	同本站	同本站	见证本亦同	正写 「丙之库」0 「丙之」6 「之库」6;讹写「丙这库」1	扫描	B	文言无「这」	乃丙这库 → 乃丙之库
59	二十五、疾病	61	己卯，而患 〔谈火〕之症；庚辰经	谈火	同本站	同本站	见证本亦同	正写 「患痰火」1 「患痰」2 「痰火」3;讹写「患谈火」1	注疏	B	谈/痰	 谈火之 →  痰火之
59	二十五、疾病	63	，火土印绶，〔已本湿土〕，又坐下亥水	已本湿土	同本站	同本站	见证本亦同	正写 「绶己本」0 「绶己」0 「己本」0;讹写「绶已本」1	注疏	B	天干己土	已本湿土 → 己本湿土
59	二十五、疾病	63	气愈亏，又患〔遣泄〕之症，幸善调	遣泄	同本站	同本站	见证本亦同	正写 「患遗泄」0 「患遗」0 「遗泄」2;讹写「患遣泄」1	注疏	B	遣/遗形近;同章「犯遗泄」	患遣泄 → 患遗泄
59	二十五、疾病	67	大亏，亦乙木〔凋柘〕之意也。	凋柘	同本站	同本站	见证本亦同	正写 「凋枯之」1 「凋枯」7 「枯之」11;讹写「凋柘之」1	注疏+扫描	B	柘/枯	木凋柘 → 木凋枯
59	二十五、疾病	71	局，不例题 〔金不柘伤〕，而且火能热	金不柘伤	同本站	同本站	见证本亦同	正写 「不枯伤」0 「不枯」6 「枯伤」1;讹写「不柘伤」1	扫描	B	柘/枯	金不柘伤 → 金不枯伤
60	二十六、出身	0	巍巍科第〔迈迈伦〕，一个玄机暗	迈迈伦	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	2	，命格居三。〔然看命这要〕，非杀印财官	然看命这要	同本站	同本站	见证本亦同	正写 「命之要」0 「命之」12 「之要」2;讹写「命这要」1	扫描	B	文言无「这」	然看命这要 → 然看命之要
60	二十六、出身	6	三元及第。其〔仁路〕未能显秩者，	仁路	同本站	同本站	见证本亦同	正写 「其仕路」2 「其仕」2 「仕路」28;讹写「其仁路」1	注疏+扫描	B	仕路 28 见	其仁路 → 其仕路
60	二十六、出身	8	于季冬，局中〔儿子绶〕叠叠，弱中变	儿子绶	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	10	取巳中藏戊，〔不旺克火〕，火能生土，	不旺克火	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	12	化有情，不混〔亲神〕忌客，决发科	亲神	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	13	，非一行成，〔两气双肖〕也。虽五尽出	两气双肖	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	13	海空椹 者，〔横榜〕标名也。若清	横榜	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	13	，安放得所，〔不銸喜用乾〕，虽不能发甲	不銸喜用乾	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	15	类东方，时干〔内火〕生旺，局中不	内火	同本站	同本站	见证本亦同	正写 「干丙火」9 「干丙」15 「丙火」173;讹写「干内火」1	注疏	B	内/丙形近	干内火 → 干丙火
60	二十六、出身	25	当令，又己土〔遥列〕而虚，故降任	遥列	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	27	运走西方，以〔酒争〕为事也。	酒争	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	31	星生拱，始中〔张榜〕也。	张榜	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	33	并旺临禄，又〔才星〕得地生扶，虽	才星	同本站	同本站	异体		注疏	-	才/财通写	
60	二十六、出身	33	生水量，冲尽〔香火〕，中乡榜。	香火	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	35	，北闱奏捷。〔所发者〕，戊土元神透	所发者	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	37	多燥土，妙在〔丛下〕亥不，年时逢	丛下	同本站	同本站	见证本亦同	正写 「在坐下」0 「在坐」0 「坐下」47;讹写「在丛下」1	注疏	B	丛/坐形近	在丛下 → 在坐下
60	二十六、出身	40	如官星太弱，〔官昨〕不能克日主。	官昨	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	46	走土金，财得〔泮溢〕，官星有损，	泮溢	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	52	，早游泮水，〔五运〕科甲连登 ，	五运	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	54	出身，其老于〔九笔〕而不能出身者	九笔	同本站	同本站	见证本亦同		注疏	C		
60	二十六、出身	55	外日干有气，〔财民相通〕也。或财星得	财民相通	同本站	同本站	见证本亦同	正写 「财官相」0 「财官」0 「官相」2;讹写「财民相」0	白话+注疏	B	民/官	财民相通 → 财官相通
60	二十六、出身	55	或官伏财乡，〔丙意情通〕，或官衰逢财	丙意情通	同本站	同本站	见证本亦同	正写 「乡两意」0 「乡两」0 「两意」4;讹写「乡丙意」1	注疏	B	丙/两;本书「财禄丙相宜」两见证本作「两」	丙意情通 → 两意情通
60	二十六、出身	59	卯日元，生于〔季为秋〕，丙丁并透通	季为秋	同本站	同本站	见证本亦同		注疏	C		
61	二十七、地位	2	任氏曰：〔台阁宰匍〕以及封疆之任	台阁宰匍	同本站	同本站	见证本亦同	正写 「宰辅以」0 「宰辅」0 「辅以」0;讹写「宰匍以」1	白话	B	匍/辅	台阁宰匍 → 台阁宰辅
61	二十七、地位	4	中堂造，天然〔然〕清气在庚金也	然			衍文	正写 「然清」6 「然」202 「清」214;讹写「然然清」1		A	两见证本无叠「然」	然然清 → 然清
61	二十七、地位	26	虽旺，妙在支〔全〕金局，财官印	全	会	会	形近讹	正写 「支会金」1 「支会」22 「会金」12;讹写「支全金」4		C	见证本作「支会金局」,本站亦通	
61	二十七、地位	26	运走北方。异〔睡〕出身，仕至郡	睡	路	路	形近讹	正写 「异路出」8 「异路」15 「路出」8;讹写「异睡出」1	白话+注疏	A	两见证本作「异路出身」	异睡出 → 异路出
61	二十七、地位	35	，也从清浊分〔形离〕。	形离	同本站	同本站	见证本亦同		注疏	C		
61	二十七、地位	36	。所以杂职或〔佐二〕首领等官，岂	佐二	同本站	同本站	见证本亦同		注疏	C	「佐贰」别写,不改	
61	二十七、地位	47	午时，天干三〔戌〕，旺可知矣。	戌	戊	戊	形近讹	正写 「三戊旺」0 「三戊」1 「戊旺」0;讹写「三戌旺」1	白话	A	两见证本作「三戊」;天干	干三戌， → 干三戊，
61	二十七、地位	47	知矣。甲木退〔氯〕临绝，不但无	氯	气	气	形近讹	正写 「退气临」0 「退气」8 「气临」0;讹写「退氯临」1	注疏	A	两见证本作「退气」	退氯临 → 退气临
61	二十七、地位	47	虽捐纳佐二，〔仁途顺遂〕。	仁途顺遂	同本站	同本站	见证本亦同	正写 「二仕途」0 「二仕」0 「仕途」8;讹写「二仁途」1	白话+扫描	B	仕途 8 见	仁途顺遂 → 仕途顺遂
61	二十七、地位	49	次加捐，耗财〔不参得缺〕。虽时支砘，	不参得缺	同本站	同本站	见证本亦同	正写 「不曾得」0 「不曾」0 「曾得」0;讹写「不参得」1	白话	B	参/曾形近(參/曾)	不参得缺 → 不曾得缺
61	二十七、地位	49	得缺。虽时支〔砘〕，厎定汪洋，	砘	戌	戌	形近讹	正写 「支戌厎」0 「支戌」0 「戌厎」0;讹写「支砘厎」1		B	两见证本作「时支戌」	时支砘， → 时支戌，
62	二十八、岁运	1	轻重，看喜行〔行〕何运，忌行何	行			衍文	正写 「行何」2 「行」342 「何」108;讹写「行行何」1		A	两见证本无叠「行」	行行何 → 行何
62	二十八、岁运	1	之于秋，新伐〔其生生这机〕，又看喜与不	其生生这机	同本站	同本站	见证本亦同	正写 「生之机」3 「生之」59 「之机」33;讹写「生这机」1	扫描	B	文言无「这」	其生生这机 → 其生生之机
62	二十八、岁运	2	实系乎运途，〔所命好不好运也〕。日主如我之	所命好不好运也	同本站	同本站	见证本亦同	正写 「所谓命好不如运好日」0 「所谓命好不如运好」1 「谓命好不如运好日」0;讹写「所命好不好运也日」1	白话	C		
62	二十八、岁运	4	运而遇戊寅、〔乙卯〕、戊子、己酉	乙卯	同本站	同本站	见证本亦同		注疏	C		
62	二十八、岁运	5	如原局地支有〔早点酉之冲〕，不但无吉，	早点酉之冲	同本站	同本站	见证本亦同	正写 「有卯酉」0 「有卯」0 「卯酉」20;讹写「有早点酉」1	白话+注疏	B	「早点」为「卯」字拆讹	早点酉之冲 → 卯酉之冲
62	二十八、岁运	6	如原局天干透〔壬登〕，或太岁干头	壬登	同本站	同本站	见证本亦同	正写 「壬癸或」0 「壬癸」43 「癸或」1;讹写「壬登或」1	注疏	B	登/癸形近,同「癸黄甲→登黄甲」	透壬登 → 透壬癸
62	二十八、岁运	6	或太岁干头逢〔壬登〕，能泄金生木	壬登	同本站	同本站	见证本亦同	正写 「壬癸能」0 「壬癸」43 「癸能」0;讹写「壬登能」1	注疏	B	同上	逢壬登 → 逢壬癸
62	二十八、岁运	7	亦同此论，故〔太峧宜和〕，不可与大运	太峧宜和	同本站	同本站	见证本亦同	正写 「太岁宜」0 「太岁」7 「岁宜」0;讹写「太峧宜」1	白话+注疏	B	峧/岁	太峧宜和 → 太岁宜和
62	二十八、岁运	9	庚辰日〔元〕，生于亥天干	元	地	地	本站已改			-		
62	二十八、岁运	9	丙午年，捷。〔搒下知县〕，寅运官资颇	搒下知县	同本站	同本站	见证本亦同	正写 「捷榜下」0 「捷榜」0 「榜下」0;讹写「捷搒下」1	白话+注疏	B	搒/榜形近	搒下知县 → 榜下知县
62	二十八、岁运	11	庚辰日〔元〕，生于子月，	元	无	无	本站已改			-		
62	二十八、岁运	13	，生于卯月，〔木焱工旺〕，土金皆伤，	木焱工旺	同本站	同本站	见证本亦同	正写 「木火并旺」11 「木火并」12 「火并旺」11;讹写「木焱工旺」1	白话	C		
62	二十八、岁运	13	，水亦休囚。〔细〕运丙辰丁巳，	细			衍文	正写 「囚运」0 「囚」48 「运」1021;讹写「囚细运」1		A	两见证本无「细」	囚。细运 → 囚。运
62	二十八、岁运	13	，不能生金泄〔炎〕，经营亏空万	炎	火	火	形近讹	正写 「泄火经」0 「泄火」29 「火经」0;讹写「泄炎经」1		A	两见证本作「泄火」	金泄炎， → 金泄火，
62	二十八、岁运	13	；交庚申辛酉〔二十上〕，竟获居奇之	二十上	运	运	形近讹	正写 「酉运竟」0 「酉运」24 「运竟」0;讹写「酉二十上竟」1		A	两见证本作「庚申辛酉运」	二十上 → 运
62	二十八、岁运	17	，要丙降，得〔戊得〕丙者吉；日主	戊得			衍文	正写 「得丙」9 「得」666 「丙」465;讹写「得戊得丙」1		C	见证本作「要丙降，得丙者吉」亦不甚通;本站「得戊得丙」当有讹脱,无从定	
62	二十八、岁运	17	不降运，得戊〔巳〕以和为妙。如	巳	己	己	形近讹	正写 「戊己以」1 「戊己」15 「己以」2;讹写「戊巳以」1	注疏	A	两见证本作「戊己」	戊巳以 → 戊己以
62	二十八、岁运	17	力量大，则岁〔〕亦不得不降，	∅	运	运	脱文	正写 「岁运亦」3 「岁运」73 「运亦」11;讹写「岁亦」2		B	两见证本作「岁运」	则岁亦 → 则岁运亦
62	二十八、岁运	17	丙年，谓之岁〔代〕运，日主喜庚	代	伐	伐	形近讹	正写 「岁伐运」0 「岁伐」0 「伐运」0;讹写「岁代运」1	白话+注疏	A	两见证本作「岁伐运」	岁代运 → 岁伐运
62	二十八、岁运	17	，又不可用戊〔巳〕泄丙助庚。若	巳	己	己	形近讹	正写 「戊己泄」1 「戊己」15 「己泄」1;讹写「戊巳泄」1	注疏	A	两见证本作「戊己」	戊巳泄 → 戊己泄
62	二十八、岁运	17	不可用戊巳泄〔丙〕助庚。若庚坐	丙			见证本脱			-	见证本作「泄助庚」;本站「不可用戊己泄丙助庚」(日主喜丙)文义完足,不改	
